Part,Picture,time,xraw,yraw,x,y
1654336884,dummy1.jpg,1654336946.6120045,303.5924063648399,360.28266889883866,170.77072858022245,202.65900125559676
1654336884,dummy1.jpg,1654336946.6617148,304.9484596127222,359.83013773007315,171.53350853215625,202.40445247316615
1654336884,dummy1.jpg,1654336946.670701,304.9484596127222,359.83013773007315,171.53350853215625,202.40445247316615
1654336884,dummy1.jpg,1654336946.6797016,304.9484596127222,359.83013773007315,171.53350853215625,202.40445247316615
1654336884,dummy1.jpg,1654336946.7389622,266.31830831145453,348.4593671485618,149.80404842519317,196.008394021066
1654336884,dummy1.jpg,1654336946.746171,266.31830831145453,348.4593671485618,149.80404842519317,196.008394021066
1654336884,dummy1.jpg,1654336946.8032975,249.39150908050397,347.4058168182296,140.28272385778348,195.41577196025415
1654336884,dummy1.jpg,1654336946.8132982,249.39150908050397,347.4058168182296,140.28272385778348,195.41577196025415
1654336884,dummy1.jpg,1654336946.8833447,257.9514370643192,348.225395380196,145.09768334867954,195.87678490136025
1654336884,dummy1.jpg,1654336946.8923452,257.9514370643192,348.225395380196,145.09768334867954,195.87678490136025
1654336884,dummy1.jpg,1654336946.9474754,257.4784867767812,346.1915902270839,144.83164881193943,194.7327695027347
1654336884,dummy1.jpg,1654336946.9572537,257.4784867767812,346.1915902270839,144.83164881193943,194.7327695027347
1654336884,dummy1.jpg,1654336947.0270412,265.4909254827853,364.30069959831826,149.33864558406674,204.91914352405402
1654336884,dummy1.jpg,1654336947.0350413,265.4909254827853,364.30069959831826,149.33864558406674,204.91914352405402
1654336884,dummy1.jpg,1654336947.0430415,265.4909254827853,364.30069959831826,149.33864558406674,204.91914352405402
1654336884,dummy1.jpg,1654336947.0913706,263.82981166832906,363.61751050307385,148.4042690634351,204.53484965797904
1654336884,dummy1.jpg,1654336947.1013708,263.82981166832906,363.61751050307385,148.4042690634351,204.53484965797904
1654336884,dummy1.jpg,1654336947.17235,-442.0832792753463,580.9256614775009,-248.67184459238229,326.77068458109426
1654336884,dummy1.jpg,1654336947.1823518,-442.0832792753463,580.9256614775009,-248.67184459238229,326.77068458109426
1654336884,dummy1.jpg,1654336947.235006,-345.5546886002794,600.303001162509,-194.37451233765717,337.67043815391133
1654336884,dummy1.jpg,1654336947.2440405,-345.5546886002794,600.303001162509,-194.37451233765717,337.67043815391133
1654336884,dummy1.jpg,1654336947.3140419,46.61057166440696,455.3658118202666,26.218446561228916,256.14326914889995
1654336884,dummy1.jpg,1654336947.3220437,46.61057166440696,455.3658118202666,26.218446561228916,256.14326914889995
1654336884,dummy1.jpg,1654336947.3944929,192.2029416247533,390.89169090812265,108.11415466392373,219.876576135819
1654336884,dummy1.jpg,1654336947.4034932,192.2029416247533,390.89169090812265,108.11415466392373,219.876576135819
1654336884,dummy1.jpg,1654336947.4584975,230.63652034380357,384.4444735022312,129.7330426933895,216.25001634500504
1654336884,dummy1.jpg,1654336947.4664984,230.63652034380357,384.4444735022312,129.7330426933895,216.25001634500504
1654336884,dummy1.jpg,1654336947.474498,230.63652034380357,384.4444735022312,129.7330426933895,216.25001634500504
1654336884,dummy1.jpg,1654336947.5381591,240.5765802349979,381.3809291356879,135.3243263821863,214.52677263882444
1654336884,dummy1.jpg,1654336947.5461583,240.5765802349979,381.3809291356879,135.3243263821863,214.52677263882444
1654336884,dummy1.jpg,1654336947.6021655,261.99977983082135,383.4846370557507,147.374876154837,215.71010834385976
1654336884,dummy1.jpg,1654336947.6101649,261.99977983082135,383.4846370557507,147.374876154837,215.71010834385976
1654336884,dummy1.jpg,1654336947.6829703,217.2702796324138,371.70848058928095,122.21453229323276,209.08602033147054
1654336884,dummy1.jpg,1654336947.6909692,217.2702796324138,371.70848058928095,122.21453229323276,209.08602033147054
1654336884,dummy1.jpg,1654336947.7470224,238.37398614117956,371.52635065852064,134.0853672044135,208.98357224541786
1654336884,dummy1.jpg,1654336947.7550209,238.37398614117956,371.52635065852064,134.0853672044135,208.98357224541786
1654336884,dummy1.jpg,1654336947.8261673,235.8031599666174,365.718704240056,132.63927748122228,205.7167711350315
1654336884,dummy1.jpg,1654336947.834168,235.8031599666174,365.718704240056,132.63927748122228,205.7167711350315
1654336884,dummy1.jpg,1654336947.891188,239.0664664843771,364.2824220700036,134.4748873974621,204.908862414377
1654336884,dummy1.jpg,1654336947.8981762,239.0664664843771,364.2824220700036,134.4748873974621,204.908862414377
1654336884,dummy1.jpg,1654336947.9061742,239.0664664843771,364.2824220700036,134.4748873974621,204.908862414377
1654336884,dummy1.jpg,1654336947.972208,234.41496729234314,361.8127167594239,131.858419101943,203.51965317717594
1654336884,dummy1.jpg,1654336947.9812298,234.41496729234314,361.8127167594239,131.858419101943,203.51965317717594
1654336884,dummy1.jpg,1654336948.0342133,223.6105979246713,362.60245031002273,125.78096133262761,203.9638782993878
1654336884,dummy1.jpg,1654336948.0422153,223.6105979246713,362.60245031002273,125.78096133262761,203.9638782993878
1654336884,dummy1.jpg,1654336948.11622,267.1105964525068,367.5386328840764,150.24971050453507,206.74048099729296
1654336884,dummy1.jpg,1654336948.1252253,267.1105964525068,367.5386328840764,150.24971050453507,206.74048099729296
1654336884,dummy1.jpg,1654336948.1782248,248.13582253338427,358.68195425264867,139.57640017502865,201.75859926711487
1654336884,dummy1.jpg,1654336948.1872416,248.13582253338427,358.68195425264867,139.57640017502865,201.75859926711487
1654336884,dummy1.jpg,1654336948.258232,250.70469836854681,364.8690509285741,141.02139283230758,205.23884114732294
1654336884,dummy1.jpg,1654336948.2692356,250.70469836854681,364.8690509285741,141.02139283230758,205.23884114732294
1654336884,dummy1.jpg,1654336948.3225775,288.9097925470487,349.4416018871998,162.5117583077149,196.56090106154988
1654336884,dummy1.jpg,1654336948.3305793,288.9097925470487,349.4416018871998,162.5117583077149,196.56090106154988
1654336884,dummy1.jpg,1654336948.3375516,288.9097925470487,349.4416018871998,162.5117583077149,196.56090106154988
1654336884,dummy1.jpg,1654336948.4040213,379.31394517377703,325.6843609763805,213.36409416024958,183.19745304921403
1654336884,dummy1.jpg,1654336948.4100244,379.31394517377703,325.6843609763805,213.36409416024958,183.19745304921403
1654336884,dummy1.jpg,1654336948.4680207,392.56447943231433,321.3977437555568,220.8175196806768,180.7862308625007
1654336884,dummy1.jpg,1654336948.4760737,392.56447943231433,321.3977437555568,220.8175196806768,180.7862308625007
1654336884,dummy1.jpg,1654336948.5460534,405.4365427716257,321.7651309565199,228.05805530903945,180.99288616304244
1654336884,dummy1.jpg,1654336948.5554335,405.4365427716257,321.7651309565199,228.05805530903945,180.99288616304244
1654336884,dummy1.jpg,1654336948.611381,399.8183844855721,321.06410483029595,224.8978412731343,180.59855896704147
1654336884,dummy1.jpg,1654336948.618382,399.8183844855721,321.06410483029595,224.8978412731343,180.59855896704147
1654336884,dummy1.jpg,1654336948.6923914,391.7252693816936,319.2126458953626,220.34546402720264,179.55711331614145
1654336884,dummy1.jpg,1654336948.701392,391.7252693816936,319.2126458953626,220.34546402720264,179.55711331614145
1654336884,dummy1.jpg,1654336948.754287,378.9098595147425,315.994763271985,213.13679597704265,177.74705434049156
1654336884,dummy1.jpg,1654336948.761288,378.9098595147425,315.994763271985,213.13679597704265,177.74705434049156
1654336884,dummy1.jpg,1654336948.770314,378.9098595147425,315.994763271985,213.13679597704265,177.74705434049156
1654336884,dummy1.jpg,1654336948.8340175,363.99063633443984,312.8335015117459,204.7447329381224,175.96884460035707
1654336884,dummy1.jpg,1654336948.899392,324.41130341517055,302.2048699397965,182.48135817103343,169.99023934113552
1654336884,dummy1.jpg,1654336948.9083922,324.41130341517055,302.2048699397965,182.48135817103343,169.99023934113552
1654336884,dummy1.jpg,1654336948.9182165,324.41130341517055,302.2048699397965,182.48135817103343,169.99023934113552
1654336884,dummy1.jpg,1654336948.9793966,332.0547247246177,302.6127093068171,186.78078265759746,170.21964898508463
1654336884,dummy1.jpg,1654336948.9880533,332.0547247246177,302.6127093068171,186.78078265759746,170.21964898508463
1654336884,dummy1.jpg,1654336949.043863,317.93322179383904,303.2313762591227,178.83743725903446,170.56764914575655
1654336884,dummy1.jpg,1654336949.0518625,317.93322179383904,303.2313762591227,178.83743725903446,170.56764914575655
1654336884,dummy1.jpg,1654336949.122013,336.5231520172474,305.5279032554304,189.29427300970167,171.85944558117959
1654336884,dummy1.jpg,1654336949.1300132,336.5231520172474,305.5279032554304,189.29427300970167,171.85944558117959
1654336884,dummy1.jpg,1654336949.1870906,291.977537991781,321.89761736837954,164.2373651203768,181.0674097697135
1654336884,dummy1.jpg,1654336949.1971126,291.977537991781,321.89761736837954,164.2373651203768,181.0674097697135
1654336884,dummy1.jpg,1654336949.2040932,291.977537991781,321.89761736837954,164.2373651203768,181.0674097697135
1654336884,dummy1.jpg,1654336949.2656903,293.61527591064805,324.00880913205947,165.15859269973953,182.25495513678345
1654336884,dummy1.jpg,1654336949.331247,286.8960548127179,322.78940215844887,161.37903083215383,181.5690387141275
1654336884,dummy1.jpg,1654336949.3402731,286.8960548127179,322.78940215844887,161.37903083215383,181.5690387141275
1654336884,dummy1.jpg,1654336949.3502865,286.8960548127179,322.78940215844887,161.37903083215383,181.5690387141275
1654336884,dummy1.jpg,1654336949.411385,291.3680542391303,324.5587368074289,163.8945305095108,182.56428945417875
1654336884,dummy1.jpg,1654336949.4223974,291.3680542391303,324.5587368074289,163.8945305095108,182.56428945417875
1654336884,dummy1.jpg,1654336949.474449,304.1909779155885,324.7254927422441,171.10742507751854,182.65808966751231
