Exp,Part,Stim,time,x,y,x_pro,y_pro
UV22MS,1664301873,18.jpg,1664301901.728265,188.8402174558256,214.41542936565483,0.15736684787985467,0.17867952447137903
UV22MS,1664301873,18.jpg,1664301901.7752645,187.92716734055185,211.27606639990324,0.1566059727837932,0.17606338866658602
UV22MS,1664301873,18.jpg,1664301901.7852664,187.92716734055185,211.27606639990324,0.1566059727837932,0.17606338866658602
UV22MS,1664301873,18.jpg,1664301901.8392653,191.0980381834479,204.8307277666963,0.15924836515287324,0.17069227313891358
UV22MS,1664301873,18.jpg,1664301901.8872654,229.12913842992498,170.89980772583098,0.19094094869160416,0.14241650643819248
UV22MS,1664301873,18.jpg,1664301901.895265,229.12913842992498,170.89980772583098,0.19094094869160416,0.14241650643819248
UV22MS,1664301873,18.jpg,1664301901.9512649,228.71073468734937,168.0311801236562,0.19059227890612448,0.14002598343638017
UV22MS,1664301873,18.jpg,1664301901.9592648,228.71073468734937,168.0311801236562,0.19059227890612448,0.14002598343638017
UV22MS,1664301873,18.jpg,1664301902.0152652,227.26195902336,172.63329010430635,0.18938496585279999,0.14386107508692197
UV22MS,1664301873,18.jpg,1664301902.0252647,227.26195902336,172.63329010430635,0.18938496585279999,0.14386107508692197
UV22MS,1664301873,18.jpg,1664301902.065265,226.2532317966644,159.65219217348206,0.18854435983055368,0.13304349347790173
UV22MS,1664301873,18.jpg,1664301902.127265,224.134294549953,169.90240918784866,0.18677857879162751,0.14158534098987388
UV22MS,1664301873,18.jpg,1664301902.1352656,224.134294549953,169.90240918784866,0.18677857879162751,0.14158534098987388
UV22MS,1664301873,18.jpg,1664301902.1912658,232.22396140741364,137.67884992946216,0.19351996783951136,0.11473237494121846
UV22MS,1664301873,18.jpg,1664301902.199265,232.22396140741364,137.67884992946216,0.19351996783951136,0.11473237494121846
UV22MS,1664301873,18.jpg,1664301902.2552652,224.88661459845372,117.10284052523241,0.1874055121653781,0.09758570043769367
UV22MS,1664301873,18.jpg,1664301902.2652652,224.88661459845372,117.10284052523241,0.1874055121653781,0.09758570043769367
UV22MS,1664301873,18.jpg,1664301902.3052654,230.4194006782326,124.882803954082,0.1920161672318605,0.10406900329506832
UV22MS,1664301873,18.jpg,1664301902.367265,224.43380646203966,133.08546601280244,0.18702817205169972,0.1109045550106687
UV22MS,1664301873,18.jpg,1664301902.375265,224.43380646203966,133.08546601280244,0.18702817205169972,0.1109045550106687
UV22MS,1664301873,18.jpg,1664301902.4312644,221.8981198850422,129.12769464962008,0.18491509990420185,0.10760641220801674
UV22MS,1664301873,18.jpg,1664301902.439265,221.8981198850422,129.12769464962008,0.18491509990420185,0.10760641220801674
UV22MS,1664301873,18.jpg,1664301902.4952645,213.97025073745078,136.79929665510474,0.178308542281209,0.11399941387925396
UV22MS,1664301873,18.jpg,1664301902.5052657,213.97025073745078,136.79929665510474,0.178308542281209,0.11399941387925396
UV22MS,1664301873,18.jpg,1664301902.545265,215.40306229300114,138.01005222545731,0.17950255191083428,0.11500837685454776
UV22MS,1664301873,18.jpg,1664301902.5532658,215.40306229300114,138.01005222545731,0.17950255191083428,0.11500837685454776
UV22MS,1664301873,18.jpg,1664301902.6072652,216.07923090237415,109.81426690950205,0.18006602575197847,0.09151188909125171
UV22MS,1664301873,18.jpg,1664301902.6152656,216.07923090237415,109.81426690950205,0.18006602575197847,0.09151188909125171
UV22MS,1664301873,18.jpg,1664301902.6712656,228.5913151376074,95.42198249354261,0.19049276261467285,0.07951831874461884
UV22MS,1664301873,18.jpg,1664301902.7352653,230.15967899147148,73.17099999420563,0.1917997324928929,0.06097583332850469
UV22MS,1664301873,18.jpg,1664301902.7442656,230.15967899147148,73.17099999420563,0.1917997324928929,0.06097583332850469
UV22MS,1664301873,18.jpg,1664301902.7852657,226.94222646913175,86.40567822307091,0.1891185220576098,0.0720047318525591
UV22MS,1664301873,18.jpg,1664301902.7932658,226.94222646913175,86.40567822307091,0.1891185220576098,0.0720047318525591
UV22MS,1664301873,18.jpg,1664301902.8472652,231.8815055914547,99.90261526708308,0.1932345879928789,0.0832521793892359
UV22MS,1664301873,18.jpg,1664301902.8552659,231.8815055914547,99.90261526708308,0.1932345879928789,0.0832521793892359
UV22MS,1664301873,18.jpg,1664301902.9112654,230.98115487984438,96.45540990719867,0.19248429573320366,0.08037950825599889
UV22MS,1664301873,18.jpg,1664301902.919266,230.98115487984438,96.45540990719867,0.19248429573320366,0.08037950825599889
UV22MS,1664301873,18.jpg,1664301902.959265,226.1575783022147,90.55776631210198,0.18846464858517892,0.07546480526008498
UV22MS,1664301873,18.jpg,1664301902.9672654,226.1575783022147,90.55776631210198,0.18846464858517892,0.07546480526008498
UV22MS,1664301873,18.jpg,1664301903.025776,226.73763837220133,87.25072352293017,0.18894803197683444,0.07270893626910847
UV22MS,1664301873,18.jpg,1664301903.0877757,225.2719683007543,78.14747454014885,0.1877266402506286,0.06512289545012404
UV22MS,1664301873,18.jpg,1664301903.095776,225.2719683007543,78.14747454014885,0.1877266402506286,0.06512289545012404
UV22MS,1664301873,18.jpg,1664301903.1517751,196.11560523938374,98.45660402589654,0.16342967103281977,0.08204717002158045
UV22MS,1664301873,18.jpg,1664301903.1597755,196.11560523938374,98.45660402589654,0.16342967103281977,0.08204717002158045
UV22MS,1664301873,18.jpg,1664301903.199776,194.4925665803001,113.81034725877977,0.16207713881691674,0.09484195604898314
UV22MS,1664301873,18.jpg,1664301903.2657757,182.8454829787691,109.0253757858559,0.1523712358156409,0.09085447982154658
