Experiment,Part,Stimulus,time,x,y,x_offset,y_offset
UV22MS,1663266938,34manipulated3.jpg,1663266956.0398355,2834.4899471847516,3976.5224900514127,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.072113,2948.6951587147405,4067.7678914667667,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.1041143,2840.478717484744,4072.212855026424,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.136141,3027.388110364444,4132.209783758568,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.1831348,2923.9165725341622,3953.6452887914675,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.2151458,3005.6480963913273,3884.1802503868657,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.2221098,3005.6480963913273,3884.1802503868657,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.2471097,3049.0368383113837,4027.300538083761,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.2791317,2951.928202571724,4089.651493845006,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.3111415,2725.00710176062,4026.0113516740375,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.3431108,2875.5260439215435,3999.6527311274485,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.3751402,3017.922751081851,3999.72118216702,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.4391406,3117.4637730408376,4087.710804537434,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.4721465,2953.6275314159925,4104.685957400443,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.5031464,2828.1321198397295,4002.5002178269256,-115.93077225882371,143.9699569914992
UV22MS,1663266938,34manipulated3.jpg,1663266956.5517008,3136.730158193523,4147.609674623919,-115.93077225882371,143.9699569914992
UV22MS,1663266938,35.jpg,1663266956.9965694,225.0,225.0,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.0155687,103.28379274236012,75.25039617345791,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.0475893,139.91767517814733,137.81189886137236,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.0795674,180.0569567008777,266.05715007687064,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.1119769,416.70735608048125,431.8116602962707,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.1433682,2204.442265691136,3054.3781666763175,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.175797,3026.1676373847868,3958.9804436962704,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.2416174,3018.594439675516,3824.9074916978375,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.2717967,2739.3757961726155,3855.6142841192377,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.3037558,2840.5262591618693,3942.725928610344,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.3517861,2661.9444637260385,3945.4696682766585,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.3827553,2911.8647096958575,3951.548674240652,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.389756,2911.8647096958575,3951.548674240652,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.4157557,2810.728824094834,3853.773138595044,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.4477556,2768.058088406679,3645.8203050319457,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.4797559,2838.1701299196166,3746.1889746144734,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.511757,2909.2707251973966,3726.4879236799507,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.5427563,2510.465162977728,3580.8063037902057,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.5757859,2573.5728696020055,3645.411699030541,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.6387548,2510.9867370941756,3576.519023327576,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.6717865,2743.2689934550394,3745.6897130569887,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.7037916,2529.4439846454343,3778.950640664473,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.751348,2954.103416817798,4013.4582148496947,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.7839632,2801.854475669881,3879.327912157978,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.7910867,2801.854475669881,3879.327912157978,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.8152673,2699.7353335894854,3869.965918686493,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.8527458,3009.330732824003,3820.429064166195,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.8816867,2843.4081580355696,3912.6326929381253,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.9118056,2725.8934045859796,3919.658383264297,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.9441762,3011.861154727468,4029.519979344471,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266957.9806561,2845.283315470808,4000.8036477194446,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.0395641,2894.914772448789,3784.051693096009,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.0710542,3050.7138179739472,3862.102302435689,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.119846,2853.4772942902823,3847.749865648024,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.1525226,2802.1606097062504,3874.7821654322724,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.1615317,2802.1606097062504,3874.7821654322724,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.1835608,2616.1048252691157,3746.662940257501,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.2160938,2623.3799294758633,3691.896064145782,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.2474682,2564.8007912961893,3533.8762362214643,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.2797248,2713.8429222656655,3639.6504719574114,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.3120625,2755.641038110674,3779.9463538398686,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.3435323,2783.840498040442,3802.475204314829,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.3759058,2662.7329303203214,3763.317914680481,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.4397905,2759.224204062905,3682.6826779019934,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.4720247,2759.822123745464,3678.4177346967263,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.5245533,2744.4978200683136,3834.0020598663405,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.5535686,3122.7734115513267,4065.4187403220744,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.5646129,3122.7734115513267,4065.4187403220744,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.583562,3046.1156547425035,4073.5498938545998,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.615568,2749.9011839389614,3872.820341963087,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.6476996,2904.205837628392,3808.1630451471387,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.679874,2745.891498147446,3716.0809600632842,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.7114773,2686.3430912823173,3715.1245364761953,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.743514,2741.193362855655,3804.0145394535275,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.7757998,2599.3407015767057,3678.831982283171,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.840207,2529.52653486131,3456.873401970155,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.8720064,2536.9849546197493,3382.517318132035,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.9195879,2511.2032791100078,3390.8683649047193,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.9511435,2338.462456479714,3449.3801992573453,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.9582562,2338.462456479714,3449.3801992573453,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,35.jpg,1663266958.98831,2329.4435062756497,3379.0895905609405,-58.55899100768147,-189.95929417500156
UV22MS,1663266938,37manipulated2.jpg,1663266959.5437844,156.03516677062325,320.752063998053,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266959.5749826,175.38715926945278,356.42961441644127,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266959.6400037,172.47325348856612,220.9175329206111,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266959.6883852,2379.748097413346,3186.217523839491,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266959.7198238,2747.558073133956,3953.733815894092,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266959.7288249,2747.558073133956,3953.733815894092,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266959.7522688,2924.287597053309,3992.2007172236526,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266959.7832203,2593.3432687531204,3983.303908600403,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266959.8152192,2552.6211908063883,3928.91357136927,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266959.8472192,2543.1251041968517,4059.2556864353,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266959.8792198,2632.9108372426354,3940.5868413068793,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266959.9112206,2752.516197579646,3935.833433204212,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266959.9432185,2708.6451291099006,3999.16750075377,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266959.975219,2911.9155363549557,4173.282122819945,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.0392187,2845.0880730288713,4093.5099067076435,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.0872192,2984.1998286234307,4113.991921452699,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.1192195,2988.1328366871085,4167.346680874454,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.1262202,2988.1328366871085,4167.346680874454,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.1512187,2814.486818081197,4135.634165445166,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.1832187,3106.2345093535187,4276.709465458706,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.2152545,2895.892828681883,4280.687782942376,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.2478456,2666.2405826763957,4081.838174736285,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.279844,2834.970173340819,4141.550219064291,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.3110385,2908.692824624422,4150.138180734023,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.343034,2936.0459534493125,4172.218107665757,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.375724,2768.0436257843544,4082.324719344212,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.440817,2805.777844093535,4085.2172317126224,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.4881423,2747.199383595652,4116.828215408798,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.5204542,2816.6352622972486,4115.857879632166,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.5275724,2816.6352622972486,4115.857879632166,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.5519993,2879.107764713222,4139.448943580258,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.5830455,2846.2651301088513,4171.54217340147,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.615356,2939.7937042323692,4217.181662324481,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.652864,2766.142841854336,4156.4517320587,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.6808007,2682.991164025149,4060.3901767652874,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.711262,2923.0738466542903,4213.305047836224,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.7437541,2951.47944601309,4198.145088945746,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.776281,2843.2850404503906,4136.108607935608,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.8594909,3044.9939797037036,4208.559958410259,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.889634,2704.029681352312,4099.551214256633,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.9046023,2704.029681352312,4099.551214256633,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.919624,2958.4786683495267,4230.011021234892,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.9512675,2935.050644001748,4136.840985152796,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266960.9835427,2901.547416214534,4015.221193613159,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.0201094,2971.0239404245362,4054.9241895377536,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.0501685,2751.035357046654,4050.968069236409,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.0790942,2671.9645254583506,3931.2561276652523,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.111126,2499.023763172868,3962.316810407859,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.1431253,2685.6601045979914,3953.03455481934,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.1750948,2614.869038153595,3811.9857811011807,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.2551272,2643.818505948252,3797.8875296134456,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.2870958,2431.4413363806325,3786.2958844122813,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.2940943,2431.4413363806325,3786.2958844122813,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.319122,2522.785622632187,3744.31889793443,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.3511193,2590.2574957514184,3824.498690652309,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.383132,2710.8869331463934,3837.791929197849,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.415096,2795.2703057628974,3814.242004040266,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.4470956,2724.852336609682,3823.63178750144,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.4791315,2699.70351668605,3880.0932896366576,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.5116117,2754.5195978746174,3926.0333499129047,-98.66079919011099,313.082798507985
UV22MS,1663266938,37manipulated2.jpg,1663266961.5491292,2649.110479598349,3869.099427574246,-98.66079919011099,313.082798507985
UV22MS,1663266938,18manipulated.jpg,1663266962.0874536,235.9141045725719,314.205736740869,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.095455,235.9141045725719,314.205736740869,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.1194537,-7.819820740777322,348.406929027801,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.1514537,47.10920372493056,383.9676694024916,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.1834526,75.55012968686277,351.19986048374756,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.2154539,944.1171202567994,1240.7186468805423,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.2476,2295.92885987822,3406.200249210944,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.2791383,2145.6986534014595,3362.752965418322,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.311126,2145.2496339978675,3536.9924577233846,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.344146,2013.2107221117478,3523.1245615266575,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.3751009,2169.237020295892,3604.067895042963,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.4551008,2103.409913762791,3360.2676520988953,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.462101,2103.409913762791,3360.2676520988953,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.4871018,2198.5101372974036,3435.1858596966877,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.5191007,2048.1196745929265,3421.0772938725227,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.5511012,1886.016129109801,3375.5540410445415,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.583101,1982.8004635630639,3411.8359240021373,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.615102,2059.2756233017894,3428.5133158355675,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.6471016,2133.5815330412674,3462.114074438197,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.6791008,2096.5105585623432,3438.7225967882678,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.711137,2226.948114007627,3530.030099457209,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.743534,2017.3048683008694,3559.9524608010934,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.7761276,1967.6046987470218,3580.342758630095,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.8602412,2157.1092914972023,3600.704938699751,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.8792176,2157.1092914972023,3600.704938699751,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.8911834,2259.976466259843,3684.831687984025,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.9191778,2176.7294590600964,3655.3600820685087,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.9517975,2428.457276148637,3781.2676378777733,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266962.9831028,2250.7273147976935,3703.4436472825937,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.0156007,2322.5313149704457,3636.837765039243,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.0478282,1963.6544583593695,3492.941087944947,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.0803459,2054.920747993225,3505.9513630413967,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.1119823,2121.6414522164055,3591.716788657076,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.1486375,2121.6174926083568,3472.6359384726347,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.1769912,1992.403020814235,3390.0335184380556,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.2561703,2162.939024867584,3299.2208890923143,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.2632487,2162.939024867584,3299.2208890923143,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.2877662,1992.0116245472286,3154.8516094355455,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.320016,2006.9576866885336,3320.27905922377,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.352178,2069.8311321567785,3309.8779607791303,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.383855,2080.257933941067,3285.3288601228755,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.4154215,2046.9831143857436,3283.250171976051,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.4478428,2188.7677057806,3306.4226292885114,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.4801307,2151.048046314227,3235.202236854617,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.5112681,2123.7665034029533,3303.150598895258,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.543925,2121.042033702102,3306.6989178540684,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.591423,1805.0306670742505,3166.720105103336,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.6238132,2003.6323414937087,3180.305143501757,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.6555033,2059.027088850002,3195.037557591496,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.6879008,2056.7524393691724,3159.4685491834434,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.7249694,2122.158604761289,3221.117752538871,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.7519464,1923.289601426517,3203.3199591715693,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.7839432,1753.0798964164865,3090.552900162984,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.8159442,1952.13394461553,3117.524471184985,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.8479788,1972.81669974515,3113.229560403248,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.8804846,2066.0801961162047,3162.307748654893,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.9117482,1897.2813465681547,3115.941275314335,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.9439883,1772.5205415598048,3002.978352520125,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266963.9915535,1817.0040356121265,3063.095401364248,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266964.02406,1792.421237963577,3073.578614109773,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266964.0553982,1916.2082811343257,3027.5494346958344,-160.03646216231573,696.2548192102004
UV22MS,1663266938,18manipulated.jpg,1663266964.093838,2010.4358657570763,3169.6342358666725,-160.03646216231573,696.2548192102004
UV22MS,1663266938,75.jpg,1663266964.615791,240.7127720574972,169.71123455798534,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266964.6477885,285.0584869657672,232.58600021602285,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266964.6797898,357.19967558531334,212.1600488179216,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266964.7117875,278.1715368954312,163.0076512429643,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266964.7427876,1751.4128757980936,2284.5167821858863,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266964.791788,1977.9913066389856,2802.10360224108,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266964.823788,1955.1319460876816,2753.8465887911875,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266964.8557878,1726.518091566203,2691.4255135435556,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266964.8867881,2103.6307997500203,2842.8249588241565,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266964.919789,1938.406281718425,2787.1268915856454,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266964.9517882,2003.815925175466,2812.335561302041,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266964.9837887,2011.6309927741963,2893.5491379158734,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266965.0147889,2067.0043006781007,2871.580495021875,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266965.0477889,1801.186080199479,2855.0899096324843,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266965.0797884,2013.0356548862742,2927.0894523206994,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266965.1117887,2113.193748009212,2906.9741468832667,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266965.159788,1919.988898482633,2905.14132354106,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266965.191788,2151.7557877378663,3128.041997984109,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266965.2237983,2163.699832462364,3148.861608301661,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266965.2557955,2082.261377333092,3048.9784151158883,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266965.2879033,2058.4758132133597,3078.172910212218,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266965.3191288,2379.340031976249,3087.6094938959477,776.2780021314902,697.2988171736397
UV22MS,1663266938,75.jpg,1663266965.3567915,2280.293203983438,3126.2912451667526,776.2780021314902,697.2988171736397
