Part,Obs,time,x,y,Picture
1646822176.2665932,10,1646822193.9913216,320.6296701008141,633.464236365387,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,11,1646822194.047531,320.6296701008141,633.464236365387,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,12,1646822194.114262,336.0225575244258,642.317804885281,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,13,1646822194.1553862,334.974925765182,628.474292862526,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,14,1646822194.1980863,768.4577374967721,579.5822589247541,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,15,1646822194.2379758,1580.4211947042168,499.4469851016934,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,16,1646822194.2939887,1606.2083249203642,476.3723163295217,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,17,1646822194.3398697,1567.8048289732033,456.0587813926172,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,18,1646822194.4052746,1636.2645762556567,391.6423722542145,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,19,1646822194.4571333,1636.2645762556567,391.6423722542145,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,20,1646822194.498026,1536.9729497541703,90.60383332696165,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,21,1646822194.5369215,1510.7817770753682,75.16015080322313,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,22,1646822194.5798073,1485.8120360751636,79.10459064784982,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,23,1646822194.6454046,1489.4458388730163,71.5177577652853,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,24,1646822194.6833491,1489.4458388730163,71.5177577652853,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,25,1646822194.7234292,1485.4070183684744,44.736521881629415,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,26,1646822194.773114,1361.5023965672299,50.47238184749904,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,27,1646822194.8120086,1361.5023965672299,50.47238184749904,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,28,1646822194.8638685,1341.9523037505169,25.543803135009057,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,29,1646822194.9034631,1374.6220041212837,32.77662465343428,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,30,1646822194.9495726,1289.635392698343,35.47097907449597,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,31,1646822195.01278,1331.495693753739,23.301089396665247,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,32,1646822195.0616224,1276.3465979267166,42.708891929659785,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,33,1646822195.124294,1325.1801016075333,22.82814134785258,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,34,1646822195.168133,1325.1801016075333,22.82814134785258,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
1646822176.2665932,35,1646822195.2090592,1286.2486327830811,37.04652265384493,S,c,r,e,e,n,s,h,o,t, ,2,0,2,1,-,1,2,-,1,6, ,0,9,2,3,5,5,.,p,n,g
